LINE,YPP,PN,GNPP,SSR,GWe,FLL,HD,PH,PL,GL,GWi,FLW
Z1006,58.13,11,219.7,0.88,29.45,41,82,140,28.78,8.97,2.95,2.2
Z1007,47,12,179.8,0.93,25.23,42.67,77,118.3,26.88,9.36,2.56,1.97
Z1008,45.98,14,167.2,0.92,25.05,37.67,86,129.7,26.24,7.75,3.1,1.77
Z1009,54.28,16,183.4,0.77,26.68,42.67,85,119.3,25.66,8.09,2.98,2.27
Z1010,45.99,8,247.6,0.87,28.7,48,83,126.7,28.7,9.68,2.69,2.13
Z1011,57.96,13,193.1,0.86,30.97,38.33,89,127.3,26.16,9.81,2.62,2.2
Z1012,39.89,11,229,0.65,26.35,42.67,72,107.3,25.46,10.15,2.54,2.07
Z1013,57.95,14,222.5,0.81,26.08,44.67,79,124,23.94,9.2,2.6,1.97
Z1014,57.82,15,184.2,0.79,29.93,46,87,125,25.66,9.01,2.89,2.13
Z1015,50.66,14,176.9,0.69,31.3,49.33,78,118.7,29.68,9.91,2.73,1.93
Z1016,48.52,11,187,0.75,34.87,58,80,130,29.6,10.48,2.95,1.83
Z1017,49.72,11,210.3,0.76,31.33,45.33,78,118,25.66,10.18,2.69,1.77
Z1018,38.54,18,155.3,0.57,25.08,27,63,95.7,22.26,9.95,2.39,1.8
Z1019,33.62,11,189.7,0.7,24.5,33.67,58,97.3,25.12,9.78,2.46,1.7
Z1020,44.98,16,161.4,0.71,25.9,29.83,66,109.7,26,10,2.51,1.6
Z1021,41,15,116.2,0.88,28.15,35.33,73,109.7,24.52,9.59,2.63,1.73
Z1022,30.57,19,126.4,0.56,25.18,40.67,73,104.3,26.98,9.86,2.44,1.67
Z1023,32.35,12,128.4,0.76,29.75,36.5,75,110.7,22.7,9.69,2.66,1.97
Z1024,52.03,14,185.1,0.86,24.68,47.83,80,127,28.6,9.32,2.51,1.87
Z1025,34.07,13,184.2,0.65,24.32,49.67,81,123.7,27.94,8.9,2.49,2.03
Z1026,51.95,18,133.9,0.64,37.4,38,79,120,28.06,10.85,2.97,1.97
Z1027,50.76,15,160.7,0.82,28.82,42.67,79,115.3,26.24,8.55,2.96,2
Z1028,51.88,18,155.3,0.7,27.67,30.83,65,97.3,23.32,9.92,2.55,1.6
Z1029,46.7,21,144.3,0.65,25.53,38.5,74,105,26.44,9.82,2.32,1.4
Z1030,50.05,16,164.3,0.79,26.1,44.33,76,115.7,28.24,9.81,2.48,1.8
Z1031,29.64,14,128.7,0.67,25.98,26.33,63,105.3,23.42,10.01,2.53,1.67
Z1032,46.63,10,199.8,0.9,28.72,49.5,87,130,26.54,8.9,2.88,2.07
Z1033,39.12,14,201.8,0.61,23.7,46.5,77,113,25.4,8.52,2.73,1.7
Z1034,46.32,18,157.3,0.65,26.1,32.17,63,101.3,24.38,8.81,2.78,1.77
Z1035,24.28,11,141.1,0.59,26.8,27.17,65,108.3,24.74,9.77,2.45,1.83
Z1036,54.01,13,184.8,0.9,26.38,48,78,111.7,26.46,8.95,2.67,2.03
Z1037,38.04,12,225.9,0.67,21.95,36.67,70,117,25.64,9.3,2.32,1.93
Z1038,63.51,14,190.5,0.83,32.03,42.67,88,130.7,27.92,10.17,2.62,1.93
Z1039,58.05,12,278.1,0.68,26.78,49.67,87,131,29.14,8.83,2.86,2.57
Z1040,36.97,9,205.7,0.79,27.2,38.33,79,127.7,24.28,9.37,2.69,2.23
Z1041,31.91,10,161.1,0.85,24.2,26.67,61,101,23.82,9.76,2.34,1.77
Z1042,45.61,21,117.8,0.78,26.12,42.33,75,102,25.24,9.9,2.31,1.53
Z1043,38.98,13,220.4,0.67,21.15,47,74,110.7,26.66,8.52,2.48,1.7
Z1044,39.73,13,155.6,0.78,26.85,25.33,63,102.3,24.2,9.98,2.56,1.73
Z1045,46.59,16,160.1,0.77,25.2,41.33,74,108.3,29.28,9.72,2.43,1.73
Z1046,47.99,13,231.2,0.72,24.45,38,82,113.7,26.26,9.58,2.43,1.87
Z1047,48.64,16,157.1,0.78,26.35,33.67,74,102,24.76,9.71,2.48,1.8
Z1048,48.05,16,219.8,0.59,24.63,36.67,75,101.7,24.2,8.77,2.6,1.83
Z1049,45.96,12,208.5,0.79,24.78,45,81,118.3,26.38,9.17,2.54,2.07
Z1050,42.01,11,198.1,0.76,28.2,44.33,80,121,28.26,8.74,2.89,2.03
Z1051,34.06,17,125.3,0.69,25.93,30.33,71,100.7,23.78,9.54,2.47,1.77
Z1052,51.54,15,161.8,0.81,27.48,47.67,76,114.7,22.54,9.58,2.57,2.1
Z1053,61.37,18,211,0.68,24.62,49,80,107.3,31.66,9.72,2.47,1.87
Z1054,69.47,17,205.1,0.84,25.75,41.33,79,113.7,25.24,9.46,2.48,1.97
Z1055,43.88,12,178.6,0.87,25.13,33,65,104.7,24.22,8.77,2.65,1.67
Z1056,61.47,20,153.4,0.77,27.62,38.5,62,103.3,24.26,9.96,2.5,1.6
Z1057,34.23,11,153.5,0.69,29.93,29.33,64,104.3,24.92,9.87,2.74,1.67
Z1058,45.64,15,142.1,0.84,26.65,33,74,103.7,25.24,9.54,2.47,1.83
Z1059,28.96,13,163.6,0.58,25.03,33.67,63,95.7,23.22,10.12,2.38,1.67
Z1060,39.71,19,112.5,0.8,25.4,36.67,74,109.7,25.92,9.81,2.44,1.53
Z1061,39.93,20,151.1,0.52,27.13,42,74,111.3,26.94,10.18,2.51,1.87
Z1062,47.68,14,173.5,0.77,27.22,49,80,119.3,28.28,8.83,2.87,2.13
Z1063,57.34,14,196.3,0.74,30.12,55.67,87,126.7,28.96,9.07,2.94,2.2
Z1064,58.79,16,207.8,0.68,27.07,43.67,75,111,27.46,9.79,2.51,2.03
Z1065,15.65,6,179.2,0.59,25.35,31,63,104.3,26.12,9.99,2.57,1.7
Z1066,68.83,12,217.6,0.95,29.13,46.33,84,124.3,27.42,10.06,2.52,2.23
Z1067,25.36,10,193.9,0.65,21.6,36.67,69,101.3,25.54,9.94,2.24,1.83
Z1068,111.35,19,260.7,0.78,31.32,58.33,84,124.7,30.72,9.93,2.83,2.43
Z1069,47.73,14,201.6,0.65,35.18,46,79,130.3,32.52,10.73,2.85,2.1
Z1070,62.33,12,239.8,0.81,29.68,42,84,126.7,29.2,9.81,2.59,2.2
Z1071,36.47,14,153.9,0.69,26.52,42,74,112.3,25.4,9.6,2.51,2.1
Z1072,35.43,12,159.7,0.76,28.32,49.67,89,121,24.9,8.51,2.97,1.93
Z1073,86.42,20,209.7,0.85,26.03,41,89,122,27.24,8.51,2.82,2
Z1074,56.31,11,206.5,0.94,27.75,50.33,79,112.7,29.5,9.97,2.63,2
Z1075,45.94,17,165.1,0.7,25.48,28,65,104.7,25.02,9.8,2.44,1.8
Z1076,38.98,16,118,0.82,26.17,32,63,95.7,23.26,9.64,2.47,1.7
Z1077,31.65,10,184,0.76,23.35,36,57,91,25.6,9.26,2.43,2.05
Z1078,58.99,13,216.3,0.78,27.93,46.67,73,104.3,25.3,9.64,2.55,1.97
Z1079,67.01,15,248.7,0.74,27.32,50.67,86,130.3,29,8.96,2.83,2.27
Z1080,53.32,17,142.8,0.76,32.7,54.33,84,125,24.6,10.27,2.85,1.87
Z1081,81.84,20,174.4,0.78,33.08,41.33,89,123,26.42,9.84,2.77,1.97
Z1082,38.72,11,171.1,0.81,29.17,38,85,124,25.06,9.66,2.77,2.3
Z1083,37.07,13,153.2,0.65,30.82,41,86,107,24.24,9.78,2.68,2
Z1084,57,14,173.8,0.87,29.58,50,84,124.7,27.06,10.03,2.59,2.13
Z1085,31.46,13,155.2,0.61,26.58,30.33,67,98.3,21.2,9.58,2.58,1.9
Z1086,37.88,13,159.4,0.75,25.27,36.67,73,108,23.92,8.9,2.74,1.77
Z1087,49.52,11,228.9,0.72,30.2,44,84,118,29.54,9.94,2.71,1.87
Z1088,57.1,14,173.4,0.87,29.4,35,81,107.7,24.96,9.25,2.84,2
Z1089,41.18,13,170.7,0.77,27,33.33,75,107.7,19.76,8.28,3.06,2.47
Z1090,35.97,11,148.4,0.82,27.78,34,69,96.7,25.3,7.75,3.17,1.6
Z1091,45.21,11,199.9,0.85,25.37,26,71,116,22.9,8.07,2.93,2.3
Z1092,41.26,14,165.8,0.69,27.15,29.33,72,99,19.58,8.39,3.03,2.2
Z1093,47.74,14,190.1,0.67,27.85,31.67,72,103.7,21.8,7.97,3.1,1.73
Z1094,53.13,11,180.6,0.88,32.4,29,92,119,25.26,9.82,2.64,2.13
Z1095,60.12,13,230.8,0.84,27.48,40,91,127.3,24.58,9.38,2.47,1.73
Z1096,49.29,13,239.5,0.84,20.25,35.67,74,116.7,26.36,8.25,2.36,2.07
Z1097,44.38,14,163.9,0.86,24.62,37.33,129,88.3,20.6,7.86,3.09,2
Z1098,60.77,18,177.6,0.78,26.57,41.67,78,113.3,24.42,8.75,2.77,1.7
Z1099,59.88,14,194.4,0.9,25.97,46,80,115.7,23.2,8.49,2.76,2
Z1100,29.56,17,125.4,0.6,23.58,34,114,107.7,22.48,8.44,2.67,1.77
Z1101,29.29,13,161,0.76,19.88,37.67,129,96,20.78,8.02,2.64,1.77
Z1102,37.54,13,191.5,0.69,24.82,42.33,79,116,24.88,9.62,2.52,1.9
Z1103,47.11,13,224.7,0.77,23.55,40,80,117.3,26.52,8.49,2.65,1.83
Z1104,40.56,12,195.8,0.8,23.68,30.33,75,108.3,22.54,8.69,2.53,1.73
Z1105,36.39,11,164.3,0.82,26.95,39.67,79,113,23.86,9.62,2.51,1.93
Z1106,59.47,16,212.8,0.76,25.95,39,80,109.7,25.16,9.57,2.53,1.97
Z1107,39.89,13,153.3,0.77,27,34.33,116,107.3,21.46,9.23,2.67,1.9
Z1108,48.63,13,196.6,0.76,27.32,40.33,86,115.3,23.18,9.62,2.55,1.9
Z1109,40.9,12,183.6,0.78,26.5,39,79,114.3,24.58,9.76,2.56,1.77
Z1110,50.33,15,195.1,0.8,23.1,30.33,127,96.7,23.48,8.46,2.72,2
Z1111,48.53,9,241.6,0.81,31.43,40,79,125,25.24,8.48,3.3,2.13
Z1112,41.24,13,180.6,0.83,23.2,34.33,125,94.7,23.62,8.15,2.76,1.83
Z1113,47.22,16,187.2,0.78,22.42,32.67,77,115,25.18,8.25,2.52,1.73
Z1114,51.7,13,244.7,0.79,23.02,41,79,116.3,23.64,8.78,2.57,1.87
Z1115,22.94,9,175.4,0.67,23.87,26,126,87.7,21.76,8.25,2.82,1.9
Z1116,35.01,12,173.9,0.75,26.62,45.67,84,110.3,26.22,9.76,2.46,1.93
Z1117,54.31,15,173.3,0.78,28.18,36.67,120,101.7,25.78,9.78,2.67,1.6
Z1118,37.42,14,154.6,0.77,25.2,37,77,116.7,23.6,8.87,2.7,1.73
Z1119,28.49,13,193.1,0.56,21.95,42.33,78,112.3,24.64,8.86,2.38,1.8
Z1120,38.96,15,121.5,0.88,25.97,45.67,87,123.7,22.4,8.76,2.7,1.83
Z1121,38.84,10,230.1,0.71,27,44.33,84,114.3,26.78,9.73,2.55,2
Z1122,40.43,13,185.2,0.74,24.83,46.33,81,105.3,25.4,9.87,2.4,1.8
Z1123,54.58,13,193.1,0.72,33.05,39,84,116,26.8,10.25,2.76,2.23
Z1124,50.82,14,200,0.67,30.32,40.67,80,117,27.3,9.97,2.69,2.4
Z1126,17.86,12,163,0.49,20.75,41,132,90.3,22.7,8.85,2.74,1.9
Z1127,11.11,15,122.3,0.25,25,30,130,97.7,21.6,9.7,2.58,1.87
Z1128,50.65,14,165.7,0.86,29,47.67,79,113.7,25.98,9.63,2.73,2.1
Z1129,50.16,15,196.9,0.67,27.55,38,77,111,24.44,9.72,2.65,1.87
Z1131,58.74,15,204.9,0.87,26.23,44,100,117,22.02,7.91,3.07,2.07
Z1132,47.39,16,152.6,0.72,29.47,42.67,84,103,25.4,9.84,2.61,1.73
Z1133,53.81,13,241.9,0.66,29.32,47.67,84,123.7,27.48,9.23,2.78,1.93
Z1135,37.92,11,133.5,0.84,32.67,35,98,110,22.22,7.55,3.49,1.9
Z1136,69.95,13,210.8,0.93,28.57,45.33,94,133.7,23.56,8.35,3.05,1.97
Z1137,59.24,14,175.8,0.85,32.33,38.33,81,117,25.9,9.64,2.91,1.93
Z1138,56.93,14,182.5,0.85,28.13,37.67,80,125.3,25.14,8.34,3.07,1.97
Z1139,40.96,10,193.5,0.85,26.78,44.67,79,128.3,28.34,9.14,2.68,1.9
Z1140,39.47,15,159.3,0.7,27.33,42.33,79,111.7,23.66,9.12,2.81,1.83
Z1141,38.95,14,118.8,0.84,31.8,40.33,84,119,23.66,9.86,2.82,2.1
Z1142,71.25,17,175.8,0.79,31.9,39.67,87,118.7,26.46,9.26,2.85,2.1
Z1143,52.65,17,155.5,0.84,25.07,24.33,62,99,22.84,8.66,2.68,1.63
Z1144,44.11,10,173.7,0.78,37.37,48,80,129.7,30.82,11.13,2.87,1.97
Z1145,77.18,16,203.9,0.84,30.83,46.67,84,117,29.76,9.4,2.94,1.9
Z1147,60.16,14,216,0.81,26.38,39.33,93,123.3,27.34,9.69,2.56,8.83
Z1148,51.65,19,131.2,0.87,25.63,40,93,119.3,23.82,9.73,2.4,2.13
Z1149,50.21,17,137.7,0.8,30.18,45.33,79,113.3,27.98,10.1,2.59,1.8
Z1150,39.95,12,151,0.88,26.98,41.67,98,133,27.26,9.4,2.57,2.03
Z1151,49.53,15,215.4,0.66,24.95,41.67,90,123.7,26.04,9.26,2.43,2
Z1152,76.88,28,134,0.72,29.67,27,66,99,23.36,9.56,2.71,1.5
Z1154,43.87,15,153.7,0.67,30.68,44,77,121,26.08,8.35,3.24,1.9
Z1155,34.01,13,128.6,0.81,26.58,45.33,74,111,26.28,9.47,2.59,1.83
Z1156,35.01,13,161.4,0.78,23.13,29.33,130,96.7,23.22,8.55,2.74,1.97
Z1157,35.43,16,146.2,0.73,22.67,35,114,107.3,23.6,9.23,2.39,1.67
Z1159,35.63,14,173.2,0.58,26.67,29.33,69,109.7,25.98,9.85,2.39,1.63
Z1160,39.56,17,134.5,0.8,23.1,42.67,121,100,22.88,8.34,2.66,1.87
Z1161,68.6,19,166.3,0.86,27.28,40,79,123.7,28.02,9.64,2.5,1.93
Z1162,49.79,15,149.7,0.88,26.52,41.33,81,127,25.32,8.88,2.67,1.9
Z1163,45.78,13,153.8,0.93,24.93,36.33,74,124.7,27.34,8.59,2.65,1.77
Z1164,39.84,10,179.1,0.85,27.98,37.33,78,125.3,25.2,8.88,2.92,2.03
Z1165,37.83,15,142.1,0.7,27.8,34.33,74,127,26.84,10.05,2.51,1.6
Z1166,58.27,15,200.2,0.79,26.72,48,80,130.3,28.56,9.93,2.45,1.9
Z1167,43.7,13,151.8,0.84,27.95,36.33,78,125.3,25.06,8.94,2.84,2
Z1168,40.29,13,180.4,0.79,23.02,44,128,96,25.58,8.34,2.67,2.03
Z1169,58.77,16,200.6,0.83,27.53,46.67,86,125.3,28.54,9.64,2.53,2.33
Z1170,38.23,17,152.2,0.6,27.05,31,69,104,23.04,9.7,2.55,1.63
Z1171,37.73,16,124.8,0.7,29.3,32,67,113,24.06,9.95,2.77,1.7
Z1172,43.37,18,151,0.69,24.87,38,79,125.7,26.86,9.5,2.47,1.63
Z1173,44.27,13,185.8,0.73,26.22,38,79,121.3,26.54,8.65,2.73,1.93
Z1174,60.65,18,191.6,0.78,23.55,40,79,119.3,28.3,9.23,2.4,1.77
Z1175,42.75,14,179.9,0.89,19.95,40,80,116.7,25.22,8.29,2.36,1.53
Z1176,44.39,15,149.9,0.77,27.95,40,80,126,26.06,8.83,2.92,2.07
Z1177,45.95,14,164.9,0.83,26.02,45.67,80,127.3,30.06,9.88,2.48,1.77
Z1178,51.9,12,250.3,0.81,22.63,48.33,81,122.3,29.2,9.34,2.43,2.23
Z1179,13.63,11,159.5,0.32,25.43,34.33,73,104.3,23.78,8.71,2.69,1.7
Z1180,31.73,15,160.1,0.74,20.13,33.67,128,95.7,24.76,9,2.34,1.7
Z1181,43.05,14,188,0.72,25.58,41.33,84,123.7,28.64,9.6,2.48,1.87
Z1182,38.31,16,169.5,0.62,25.73,40.33,75,121.3,25.42,9.31,2.49,1.83
Z1183,58.55,14,180.9,0.86,28.92,40.67,79,124.7,26.66,8.96,2.86,2
Z1184,19.53,13,182.4,0.41,21.1,31.67,129,91.3,22.38,8.72,2.37,1.93
Z1185,24.56,12,176.3,0.66,19.67,31.33,128,105,24.6,8.66,2.38,1.9
Z1186,39.33,15,184.5,0.79,19.35,41.67,76,109,25.5,8.51,2.27,1.83
Z1187,33.84,13,160.7,0.71,23.92,32.67,74,109.3,23.44,8.43,2.68,1.77
Z1188,45.35,13,186.3,0.75,26.38,44.67,83,123.7,28.16,9.51,2.63,2.37
Z1189,66.41,22,163,0.77,25,40.33,76,118.7,26.9,9.48,2.42,1.8
Z1190,36.28,14,172,0.77,19.92,32.33,67,107,25.48,8.51,2.43,1.7
Z1191,46.99,14,199.3,0.74,25.83,50.67,80,123,29.46,9.26,2.53,2.27
Z1192,61.67,15,185.9,0.85,27.58,32.33,112,125,26.08,9.08,2.69,1.63
Z1193,57.22,17,168.1,0.86,25.48,39,115,105,23.38,8.56,2.84,1.75
Z1194,78.96,15,197.4,0.91,30.43,43.33,79,119.7,25.64,8.83,3.09,2
Z1195,39.66,14,214.6,0.6,24.27,35.33,126,94,22.68,8.48,2.86,2
Z1196,41.62,14,143.8,0.82,25.8,41,75,116.7,25.28,8.69,2.7,2
Z1197,41.1,12,149.8,0.88,26.95,30,121,100.7,22.48,8.8,2.87,1.85
Z1198,26.19,10,190.3,0.61,23.58,28.67,128,90.7,22.4,8.15,2.96,1.87
Z1199,37.02,11,181.7,0.87,22.88,31,118,106.7,23.16,8.64,2.59,1.83
Z1200,41.74,16,138.3,0.76,25.92,28.33,67,108.3,23.56,8.84,2.73,1.67
Z1201,28.77,10,182.1,0.64,26.33,42.33,74,122,28.38,9.95,2.42,1.67
Z1202,34.77,9,192.7,0.76,28.33,32.33,71,115,28.04,9.84,2.65,1.8
Z1203,62.2,13,238.9,0.78,28.45,43.67,86,128.7,27.08,9.79,2.6,2.17
Z1204,66.65,14,220.9,0.89,25.67,54.67,79,133.3,29.24,9.61,2.48,1.77
Z1205,34.9,13,168.8,0.77,22.4,39,63,104.7,26.3,9.01,2.54,1.75
Z1206,58.17,17,164.9,0.83,26.93,34,122,102.3,24.78,9.02,2.86,1.97
Z1207,31.14,19,144.7,0.73,18.98,31.67,123,86,21.06,7.65,2.88,1.87
Z1208,25.26,10,224.5,0.65,20.63,40.67,123,95.7,23.5,8.11,2.73,1.93
Z1209,49.55,13,186.2,0.77,29.78,53.33,84,109.3,28.24,9.8,2.63,2.03
Z1210,54.22,13,188.7,0.79,29.62,55.67,86,125.7,28.42,8.95,2.97,2.2
Z1211,44.55,15,157.7,0.6,34.23,44.33,78,129.3,27.18,10.27,2.9,2.4
Z1212,46.09,15,221.1,0.69,21.18,38.33,76,119.7,23.3,8.25,2.48,1.8
Z1213,50.68,19,156.6,0.72,24.53,34.67,74,109,24.8,8.66,2.71,1.77
Z1214,38.67,16,158.1,0.69,22.88,35.67,74,110.3,24.06,8.4,2.63,1.77
Z1215,34.39,15,166.3,0.66,21.97,31,71,105.7,24.22,8.61,2.52,1.6
Z1216,45.89,17,157.8,0.83,21.65,36.33,75,107,25.32,8.5,2.4,1.73
Z1217,38,15,139.7,0.69,27.68,38.67,75,120,26.8,9.82,2.57,1.87
Z1218,38.73,11,206.7,0.73,25.75,37.67,76,114,26.28,9.55,2.5,1.8
Z1219,55.46,13,202.5,0.76,30.17,55,85,121.3,30.66,10.02,2.64,2
Z1220,66.68,14,201.1,0.84,29.92,53.33,79,119,30.6,9.65,2.64,2.03
Z1221,51.7,14,183.1,0.79,27.4,34.33,72,102.3,27.1,9.38,2.6,1.93
Z1222,26.26,10,152.9,0.67,26.72,42.67,72,106,25.24,9.58,2.43,1.9
Z1223,52.94,11,188.5,0.88,30.92,40.67,88,132.7,28.18,9.92,2.67,2.03
Z1224,49.52,13,174.4,0.83,28.88,39,78,124.7,24.66,9.59,2.61,1.77
Z1225,39.6,13,148.5,0.79,28.48,43,76,113.3,28.12,9.97,2.47,2
Z1226,33.84,13,137.1,0.82,24.82,28.67,72,109.3,23.66,9.41,2.46,1.97
Z1227,31.41,15,157.9,0.55,25.82,33.33,69,107.7,25.8,9.56,2.51,1.77
Z1228,38.85,13,146.2,0.72,32.27,43,84,118,27.44,8.9,3.12,1.93
Z1229,67.48,16,165.9,0.92,30.28,41,79,121,25.14,8.4,3.28,2.1
Z1230,42.66,12,184.6,0.76,27.1,44.67,78,122.7,25.98,8.39,2.87,2.07
Z1231,47.14,12,154.8,0.9,30.13,42.67,78,120,27.36,8.72,3.05,2.03
Z1232,34.55,11,130.3,0.88,28.97,40.33,80,117.7,24.76,8.44,2.88,2.03
Z1233,26.15,11,110.8,0.82,27.3,27,61,97.3,22.34,9.75,2.5,1.75
Z1234,41.13,16,142.9,0.73,27.08,33.33,119,95.7,24.92,9.7,2.61,1.67
Z1235,48.23,12,229.9,0.82,24.62,41.33,81,116,29.46,9.59,2.26,1.77
Z1236,42.72,17,193.8,0.68,23.27,34.5,68,100.3,26.14,9.85,2.43,1.45
Z1237,43.16,15,148.9,0.77,27.2,36.67,72,107.7,23.96,9.67,2.59,1.87
Z1238,48.08,14,186.6,0.72,27.58,41.33,81,121,26.4,9.75,2.54,1.93
Z1239,56.77,15,179.5,0.77,29.6,41.33,80,120.3,31.44,10.46,2.61,1.73
Z1240,57.84,15,167.7,0.77,32.1,46,85,132,31.66,10.75,2.69,1.97
Z1241,52.73,14,159.8,0.74,35.32,47,81,130.7,31.76,10.52,2.85,1.9
Z1242,30.46,16,126.3,0.63,24.98,25.33,65,97,24.1,10.07,2.44,1.4
Z1243,36.84,17,117.8,0.7,27.65,40,74,106.3,26.16,10.03,2.52,1.47
Z1244,42.58,17,143.8,0.67,26.7,35,70,95,26.6,10,2.52,1.53
Z1245,49.23,14,197.9,0.79,24.38,35.33,75,107.3,23.92,8.78,2.58,1.83
Z1246,41.37,12,206.1,0.73,25.87,43,80,113.7,26.3,9.58,2.39,1.97
Z1247,24.65,12,115.9,0.67,28,26.33,90,111.7,17.2,7.11,3.29,1.87
Z1248,50.91,17,187.2,0.73,23.57,37.33,81,116,23.7,8.6,2.52,1.8
Z1249,43.66,15,166.4,0.78,23.3,30.33,115,106,23.64,8.5,2.68,1.73
Z1250,34.17,12,155.8,0.85,22.4,26,61,93.7,21.86,9.3,2.32,1.6
Z1251,51.23,11,186.7,0.96,33.17,46.33,81,118.7,26.78,9,3.09,2
Z1252,46.21,18,140.2,0.75,26.75,23,65,95.7,24.62,9.8,2.45,1.4
Z1253,51.89,14,171.1,0.8,28.65,33,69,116.7,23.62,9.58,2.62,2.03
Z1254,27.07,6,230.8,0.78,27.38,32.33,60,97.3,20.28,8.08,2.94,1.67
Z1255,55.67,13,187.2,0.84,30.27,39.67,87,123,26.08,9.78,2.55,1.93
Z1256,36.27,12,142.8,0.83,27.12,38.33,74,107,25.2,9.48,2.59,1.87
