LINE,YPP,PN,GNPP,SSR,GWe,FLL,HD,PH,PL,GL,GWi,FLW
Z1257,50.08,10,217.5,0.83,30.3,39.67,85,113.7,26.52,9.63,2.8,2.13
Z1258,45.45,12,189.2,0.81,26.53,38.17,83,112,22.48,9.46,2.56,1.97
Z1259,30.33,8,142.1,0.9,30.7,21.7,91,114.7,18.88,7.42,3.37,1.7
Z1260,48.88,10,287.2,0.8,24.8,38.33,79,113.3,27.04,9.14,2.6,2.27
Z1261,61.49,12,210.6,0.82,33.02,54,81,121.7,25.14,9.39,2.89,2.07
Z1262,24.6,8,105.5,0.87,35.9,26.33,96,114,20.62,9.25,3.38,1.57
Z1263,21.01,8,208.3,0.54,25.85,44.33,78,102,24.68,7.78,3.1,1.93
Z1264,83.24,14,293.7,0.73,30.08,57,79,125.7,29.24,9.23,2.89,2.5
Z1265,45.45,9,205.8,0.88,29.85,29.67,89,119.7,21.08,7.89,3.18,1.9
Z1266,73.74,14,226.4,0.91,27.22,45,86,128,28.16,10.09,2.4,2.07
Z1267,56.91,16,162.3,0.92,25.03,45.67,80,109.3,25.1,9.02,2.47,2.4
Z1268,40.39,14,141.6,0.91,24.32,35.67,91,120.7,25.7,9.85,2.31,1.87
Z1270,61.64,15,234.3,0.82,22.33,44.33,79,118.7,24.52,8.8,2.52,1.97
Z1271,47.23,10,271.1,0.64,28.82,48.67,85,136.3,30.2,9.87,2.68,2.37
Z1272,33.71,13,169,0.57,28.57,39.33,80,119.3,25.22,10.33,2.59,2.2
Z1273,50.13,13,186.5,0.79,27.63,36.67,84,116.3,24.58,9.61,2.66,2.23
Z1274,35.15,15,172.3,0.66,27.02,35.67,77,115,25.1,9.91,2.61,1.73
Z1275,77.69,15,258.3,0.87,24.9,39.67,79,114.7,31.08,9.79,2.41,1.87
Z1276,50.68,11,204.1,0.86,28.63,44.33,79,129,28.76,8.77,3,2.3
Z1277,50.36,13,146.7,0.89,32.3,39.33,84,120.3,24.84,10.02,2.91,2.17
Z1278,46.81,13,204.9,0.75,26.23,38,79,112.3,24.82,9.62,2.5,2.13
Z1279,53.54,11,203.8,0.88,28.8,54.33,79,125.3,30.04,9.71,2.75,2.37
Z1280,45.24,10,236.8,0.81,24.33,37.67,128,101.3,24.34,8.12,2.93,1.93
Z1281,37.66,12,154.1,0.81,27.03,30.33,130,102.3,21.3,8.53,3.05,2.13
Z1282,54.16,15,170.7,0.9,25.47,35,112,111.7,21.98,9.48,2.5,2
Z1283,44,13,161.9,0.83,28.1,38.33,90,119.7,25.56,10.03,2.55,2.17
Z1284,45.04,11,159.5,0.86,31.67,32,107,121.7,25.3,9.96,2.78,2.17
Z1285,24.78,13,199.3,0.44,23.97,27.67,129,96,20.16,8.66,2.78,2.1
Z1286,30.46,11,186.1,0.71,23.43,27,128,97,22.24,8.26,2.74,1.9
Z1287,34.8,9,210.9,0.8,24.93,34.67,87,121.3,24.72,9.81,2.31,2.07
Z1288,72.37,21,156.1,0.87,27.33,41.33,85,121.3,25.64,9.54,2.49,1.8
Z1289,32.3,12,149.2,0.68,29.03,36,88,123.3,23.64,9.62,2.68,1.87
Z1290,32.11,9,155.7,0.81,30.48,36,121,106.7,21.8,9.73,2.76,2.2
Z1291,26.98,10,137.4,0.87,24.98,26.67,121,103,26.08,9.02,2.79,1.87
Z1292,39.51,14,144.8,0.81,25.23,24.33,64,99.3,22.74,8.47,2.66,1.7
Z1293,31.7,12,136,0.8,24.95,28.67,65,99.3,24.16,9.81,2.41,1.63
Z1294,25.46,9,125.1,0.92,25.77,28.67,60,99.3,22.88,9.81,2.46,1.7
Z1295,35.72,11,177.6,0.74,25.58,29,66,106.3,23.66,9.23,2.54,1.9
Z1296,39.42,10,174.3,0.87,26.52,22.33,63,101,22.98,9.25,2.53,2.1
Z1297,41.58,14,139.3,0.85,26,23,66,106.3,21.94,8.35,2.78,1.7
Z1298,35.78,9,182.7,0.92,24,29.67,64,106.3,25.68,8.93,2.38,2.07
Z1299,49.82,20,131.1,0.79,24.63,28.33,60,93.3,23.2,8.4,2.66,1.7
Z1300,39.22,13,159.8,0.84,23.02,25,62,89,22.36,8.76,2.55,1.67
Z1301,32.36,16,139.2,0.63,24.88,24.33,61,90.7,22.1,8.52,2.75,1.8
Z1302,37.99,7,310.4,0.76,24.35,36.67,85,109.7,24.58,8.22,2.82,2.53
Z1303,31.02,14,135.1,0.81,22.03,28.5,59,93.3,21.46,9.14,2.4,1.5
Z1304,31.5,8,184.5,0.81,28.65,30,97,110.7,17.18,8.05,3.23,2.37
Z1305,36.85,11,157.5,0.89,24.35,28.33,61,95.3,24.94,9.63,2.35,1.77
Z1306,20.38,9,148.6,0.6,25.73,30.33,64,87.7,23.02,9.31,2.5,1.83
Z1307,33.23,10,158.4,0.85,26.67,30.67,66,104.7,22.46,9.55,2.71,1.97
Z1308,44.28,16,134.1,0.79,27,28,63,97.3,23.98,9.11,2.6,1.77
Z1309,27.24,8,209,0.71,26.05,32.67,92,101,21.4,7.49,3.15,2
Z1310,35.67,16,115,0.82,26.25,27,65,92.3,19.8,9.65,2.56,1.57
Z1311,42.22,13,146.2,0.88,26.6,25,64,93,22.74,9.09,2.69,1.8
Z1312,33.62,15,167,0.63,23.2,26,70,112,24.7,9.59,2.34,1.9
Z1313,31.95,16,109.8,0.69,28.28,29,66,109.3,23.34,10.14,2.55,1.6
Z1314,28.41,12,115.4,0.8,26.4,29.33,64,103.7,23.52,9.75,2.52,1.6
Z1315,32.29,12,159.8,0.74,23.95,28.33,64,90.3,22.06,8.93,2.63,1.73
Z1316,43.53,12,150.4,0.78,32.88,43.67,77,128,28.94,9.86,2.91,2.03
Z1317,46.61,12,212.8,0.68,27.68,49,88,123,29.56,9.29,2.77,2.2
Z1318,29.28,11,168,0.56,31.33,49,86,120,28.6,9.52,2.93,2.03
Z1319,56.01,13,147.5,0.87,36.15,50.33,89,121,25.38,10.4,2.88,1.8
Z1320,48.54,18,120.7,0.73,34.03,44.67,88,125.7,25.56,10.43,2.84,2.03
Z1321,32.48,9,179.9,0.72,30.58,36.67,85,130.3,28.98,9.34,2.71,2.1
Z1322,56.37,14,198.9,0.69,31.13,47,89,117.7,27.62,9.4,2.81,2.13
Z1323,40.75,10,187.1,0.75,31.98,39.67,85,128,30.36,10.5,2.7,2.1
Z1324,44.62,12,189.5,0.75,28.73,41.67,84,128.3,28.56,11.61,2.37,2.1
Z1325,61.18,15,167.5,0.76,33.8,42.67,88,126.3,28.34,9.93,2.96,2.2
Z1326,42.02,10,218.9,0.72,28.18,46,89,102,25.42,9.07,2.86,2.13
Z1327,49.1,13,145,0.81,34.72,50.33,88,118.7,27.62,10.66,2.81,1.77
Z1328,48.75,11,180.2,0.86,32.05,42,85,126.3,30.42,10.29,2.81,2.3
Z1329,39.38,10,166.3,0.85,30.63,45.67,88,120.3,23.62,9.92,2.71,2.13
Z1330,35.59,10,133.9,0.8,34.63,51.33,87,120.3,25.74,9.76,2.99,2
Z1331,44.81,12,187.8,0.71,30.57,50,82,129,28.06,9.82,2.72,2.1
Z1332,47.78,13,201.6,0.68,28.13,46,84,119,28.14,8.68,2.97,9.8
Z1333,37.51,11,164.4,0.68,32.93,41,87,124.3,29.8,9.97,2.82,1.93
Z1334,39.99,13,147,0.74,29.85,48.33,86,114,28.7,9.92,2.63,1.93
Z1335,48.96,12,238.9,0.65,27.87,45,85,117.7,27.8,9.59,2.79,2.13
Z1336,61.04,19,164.6,0.74,28.18,52,84,116.7,28.86,9.85,2.64,2.1
Z1337,60.66,17,160.9,0.67,36.58,38.33,80,124.3,30.88,10.72,2.96,2.03
Z1338,49.72,12,201.8,0.72,29.68,48,85,127.7,28.32,10.51,2.57,1.8
Z1339,55.68,18,175.4,0.76,25.42,33.33,87,124.3,27.56,9.64,2.47,1.83
Z1340,37.7,10,194.3,0.78,26.67,33.67,86,127,28.32,9.99,2.44,2
Z1341,50.55,13,182.5,0.73,30.9,43.67,82,115.7,29.42,10.16,2.55,1.9
Z1343,43.52,9,182.1,0.86,32.55,42,90,120,26.8,10.35,2.64,2.27
Z1344,47.03,12,186.6,0.79,27.72,48.33,90,129.7,29.26,9.86,2.53,2.33
Z1345,34.12,10,157.3,0.87,27.42,44.33,85,124,29.04,10.28,2.6,1.77
Z1346,35.22,10,188.5,0.63,32.87,56,87,125.7,29.86,10.27,2.75,1.87
Z1347,42.82,13,163.8,0.67,32.18,37,87,122,26.92,9.49,2.78,2.07
Z1348,35.24,11,197.8,0.61,27.83,35.33,85,125.3,28.66,10.11,2.6,2.27
Z1349,49.62,12,187.8,0.75,31.53,38,89,129.7,29,9.8,2.82,1.83
Z1350,45.59,12,160.8,0.89,28.37,39.67,84,109,23.66,9.82,2.6,1.9
Z1351,51.25,12,254.4,0.77,23.08,40.67,86,114.7,23.06,8.35,2.65,2.97
Z1352,36.12,13,142.6,0.63,34.25,39.33,81,121.3,29.72,10.46,2.66,2.07
Z1353,50.09,15,174.8,0.73,29.2,43.33,85,130.7,29.34,10.45,2.53,2.17
Z1354,39.11,13,153.6,0.72,29.03,48.67,85,125.7,27.96,10.27,2.58,1.87
Z1355,39.8,14,144.6,0.64,32.57,45,88,122.7,29.64,10.18,2.81,1.97
Z1356,44.6,10,168.6,0.91,31.13,40.33,90,122.7,25.24,9.53,2.84,2.23
Z1357,42.87,9,181.1,0.84,34.17,42.67,87,117.7,30.1,10.43,2.79,2.07
Z1358,45.32,15,161.4,0.68,29.2,47.33,84,129,29.36,9.81,2.6,1.83
Z1359,38.49,12,178.9,0.67,29.4,37.33,85,122,28.62,9.28,2.75,2.07
Z1360,47.1,12,173.8,0.77,30.92,42.33,86,119,29.28,10.57,2.55,1.83
Z1361,47.12,14,157.6,0.67,32.97,52.67,82,130,30.06,10.34,2.79,2.13
Z1362,35.44,13,139.9,0.66,30.93,54.33,79,115.7,26.5,9.93,2.76,1.9
Z1363,48.68,11,232.6,0.66,30.68,53.33,88,117.7,29.2,10.48,2.65,1.93
Z1364,52.29,18,135,0.69,33.4,53.33,87,117.7,28.24,10.03,2.82,1.97
Z1365,59.49,15,180.8,0.72,32.17,37,86,133.3,33.62,10.38,2.74,2.27
Z1366,45.84,13,206,0.63,29.82,50.33,89,120.7,26.2,10.15,2.6,1.83
Z1367,56.09,10,214.9,0.8,35.13,52.33,87,139.3,30.6,10.35,2.93,2.37
Z1368,41.63,11,165.9,0.72,34.23,47,87,117.3,27.9,10.16,2.85,2
Z1369,56.58,20,159.4,0.76,26.25,34.33,75,120,24.82,9.92,2.45,1.87
Z1370,34.85,12,169.8,0.77,24.5,40.67,77,110.3,22.5,8.52,2.66,1.83
Z1371,45.78,14,185.4,0.63,30.2,42,83,130,31.8,10.12,2.71,2.2
Z1372,44.13,10,183.5,0.89,29.08,43.67,84,126.3,28.68,10.12,2.54,1.83
Z1373,40.45,10,171.1,0.84,30.95,42.33,93,115.3,24.48,10.34,2.61,2.33
Z1374,42.25,14,167.1,0.67,29.72,41.67,90,115.3,22.12,10.22,2.63,2.13
Z1375,31.27,8,230.5,0.73,25.4,40.83,87,123.7,28.58,9.53,2.5,2.03
Z1376,60.67,15,201.5,0.79,27.92,39.67,92,122.7,27.14,9.9,2.6,2.03
Z1377,39,11,174.5,0.82,26.72,34.67,91,126.7,26.38,9.77,2.48,1.87
Z1378,53.99,15,158.5,0.87,27.88,34,92,126.3,25,9.71,2.55,1.83
Z1379,47.42,18,120.6,0.94,23.72,41.67,88,115.3,24.36,9.28,2.42,1.8
Z1380,60,14,216.5,0.85,24.18,40,91,119,28.84,9.04,2.51,2.07
Z1381,43.26,11,205.3,0.72,29.4,46,79,128.3,26.6,9.79,2.65,2.27
Z1382,49.37,14,183.1,0.81,24.8,37,85,110.3,24.96,9.55,2.38,2
Z1383,57.65,13,236.5,0.73,27.78,35.67,86,118.3,24.24,9.59,2.61,2
Z1384,59.37,10,223.6,0.92,31.55,40.33,90,129.3,28.7,10.16,2.66,2.03
Z1385,42.77,9,281.9,0.69,25.78,36,81,127.3,27.36,8.65,2.74,2
Z1386,42.5,13,180.7,0.7,26.85,35.67,88,122,27.2,9.49,2.52,1.97
Z1387,59.86,12,182,0.85,35.05,42.67,91,131,27.14,10.16,2.86,2
Z1388,74.89,17,164.7,0.89,32.62,41.33,86,126,28.1,10.46,2.63,1.83
Z1389,47.58,16,108.2,0.82,36.53,43,87,130,24.74,10.19,2.95,1.9
Z1390,49.61,16,157.7,0.8,25.4,39.67,86,118.7,28.7,9.87,2.38,1.97
Z1391,53.84,16,144.6,0.88,28.35,37.33,85,128,24.8,9.82,2.52,1.8
Z1392,45.88,11,195.7,0.83,27.35,41,87,129.3,28.08,9.97,2.46,2.03
Z1393,50.68,16,117.9,0.89,32.55,36,88,122,26.92,9.31,2.54,2.2
Z1394,41.21,11,165.5,0.83,28.35,39.67,86,116,26.52,9.87,2.48,2.13
Z1395,37.28,13,196.9,0.58,27.13,36.67,84,122.7,29.58,9.52,2.49,2.07
Z1396,55.9,15,223.1,0.6,30.07,39.33,88,128,28.96,9.87,2.64,2.13
Z1397,41.66,8,236.4,0.76,31.42,38.67,88,124.3,28.74,9.8,2.71,2.13
Z1398,51.24,12,205.7,0.85,26.85,37.33,79,138.3,28.46,9.52,2.54,2.1
Z1399,39.09,8,229.5,0.81,28.25,34.67,88,118.7,23.78,9.54,2.59,2.13
Z1400,33.73,9,231,0.63,27.8,41.67,87,126.3,27.52,9.61,2.66,2.07
Z1401,52.67,12,227.8,0.79,26.63,38.33,90,128,26.14,9.66,2.49,2.2
Z1402,76.1,13,236.6,0.92,27.8,43.33,89,119,27.24,9.35,2.76,2.03
Z1403,55.34,13,202.2,0.78,29.5,39,89,125,26.72,10.01,2.63,2.2
Z1405,53.86,17,209.2,0.77,22.2,43.67,84,112.7,25.52,9.32,2.42,1.8
Z1406,87.35,12,276.2,0.88,31.68,44,90,132.7,29.46,10.32,2.57,2.23
Z1407,55.76,14,185.6,0.74,32.5,36,87,125.7,27.02,10.3,2.73,1.83
Z1408,57.26,14,221.4,0.65,31.03,47,87,132.3,28.64,10.44,2.63,1.93
Z1409,46.98,12,172.4,0.71,34.8,37.67,90,120.7,24.8,9.45,3.14,2
Z1410,38.26,10,200.2,0.8,25.53,37.33,89,129.3,26.96,9.46,2.67,2
Z1411,59.4,11,218.5,0.85,31.02,39.33,79,124.3,23,9.8,2.79,1.97
Z1412,107.1,12,489.8,0.83,22.83,39,86,121.3,26.18,8.31,2.74,2.87
Z1413,59.79,14,187.6,0.89,27.8,36.67,84,122,25.06,9.54,2.57,1.8
Z1414,57.42,18,254.2,0.55,24.98,39,85,110,26.42,9.49,2.5,1.9
Z1415,57.33,15,201.4,0.72,28.15,40,84,126.7,28.98,10.08,2.67,1.83
Z1416,58.23,14,191.3,0.87,26.95,26.33,91,119,26.66,9.64,2.52,1.93
Z1417,46.37,12,163.3,0.82,31.75,47,87,123.7,26.9,10.06,2.65,1.83
Z1418,47.11,12,183.6,0.8,28.82,39.33,85,125.3,25.98,9.84,2.66,2.4
Z1419,62.48,19,181.1,0.73,26.37,45,88,116.7,28.14,9.82,2.4,1.83
Z1420,56.86,12,222.8,0.73,30.55,39.67,87,125.3,28.3,10.3,2.69,1.9
Z1421,48.83,12,176,0.8,30.85,31,87,125,26.3,9.76,2.75,1.83
Z1422,45.43,14,152.5,0.83,27.5,38.33,93,113,23.08,9.57,2.55,1.9
Z1423,63.08,14,253.9,0.71,26.6,35.67,81,118.7,29.98,9.54,2.59,1.93
Z1424,47.3,13,191.6,0.85,23.55,31,90,113,26.82,9.29,2.36,1.87
Z1425,58.24,12,242.9,0.83,25.3,35,88,111.7,27.48,9.65,2.48,1.83
Z1426,58.19,14,200,0.89,24.45,35.33,91,120,26.16,9.15,2.43,1.97
Z1427,59.53,13,204.2,0.79,30.27,36.67,85,128.7,26.1,9.95,2.61,2
Z1428,72.87,16,249.6,0.78,24.58,48,88,111.3,26.08,9.44,2.48,1.43
Z1429,54.85,12,194.9,0.83,30.58,32,88,124.3,25.26,10.26,2.56,1.9
Z1430,73.92,17,253.4,0.8,22.72,36.33,92,115,25.76,9.2,2.31,1.9
Z1431,51.25,13,157.1,0.9,29.37,40.67,85,116,29.48,9.95,2.59,1.8
Z1432,54.89,13,234.7,0.72,26.65,35.67,85,132,24.76,9.84,2.47,1.93
Z1433,48.1,11,256.5,0.6,30.47,42.33,86,136,30.32,10.11,2.67,2.03
Z1434,66.2,17,190.3,0.76,29.57,37.33,74,104,25.4,9.8,2.71,1.83
Z1435,58.67,14,181.9,0.85,29.57,38.33,88,122.7,30.24,10.14,2.64,1.9
Z1436,51.2,12,199.3,0.83,28.02,38.67,86,127.3,31.14,9.7,2.61,1.73
Z1437,42.57,11,208.2,0.83,23.8,29.67,85,116.3,26.3,8.75,2.53,1.7
Z1438,89.59,17,213.2,0.87,29.48,39.33,84,122.7,28.66,10.33,2.54,1.83
Z1439,49.87,11,196.6,0.91,26.77,30.67,87,126,29.78,9.52,2.56,1.87
Z1440,46.98,13,166.1,0.83,28.2,38.33,86,114.3,28.42,9.96,2.49,1.77
Z1441,65.73,14,211.9,0.81,28.52,47.33,86,114,27.32,8.96,2.81,2.07
Z1442,51.2,14,171.3,0.87,26.05,33,89,119.3,27.14,9.33,2.41,1.7
Z1443,50.04,14,187.6,0.73,28.45,31.33,81,120.7,24.08,9.61,2.56,2.03
Z1444,49.43,13,171.6,0.76,31.42,37.67,79,114.7,24.92,9.83,2.92,1.97
Z1445,43.13,9,196.3,0.89,29.53,35.67,90,123.3,30.74,10.21,2.57,1.77
Z1446,47.61,16,180.3,0.71,24.52,38.33,89,116.7,26.94,9.61,2.51,1.6
Z1447,43.83,13,173.9,0.77,26.62,37.67,91,118,27.74,9.79,2.52,1.77
Z1448,61.02,14,158.6,0.87,34.43,40,92,140.3,28,10.57,2.69,1.97
Z1449,48.73,11,202.2,0.82,29.48,39.67,87,118,24.02,9.7,2.65,2.27
Z1450,57.23,13,190.4,0.83,30.8,42.67,87,121,27.5,9.08,2.91,2.2
Z1451,55.68,12,224.1,0.84,26.78,39.33,87,129.3,29.48,9.8,2.47,2.07
Z1452,45.88,11,197.4,0.73,31.65,40.33,93,126.7,23.1,10.23,2.66,1.97
Z1453,72.33,13,248,0.74,33.2,39.33,88,123.7,27.54,9.44,2.98,2.2
Z1454,45.47,12,200.8,0.77,27.07,37.33,85,123.7,26.8,9.74,2.57,2
Z1455,52.02,12,206.9,0.73,30.85,33.67,85,132.3,28.78,9.71,2.69,1.83
Z1456,51.48,16,202.8,0.69,24.33,33.67,78,112,25.94,8.94,2.56,1.97
Z1457,61.46,11,246.5,0.82,30.35,42.33,85,124,28.76,10.08,2.64,1.97
Z1458,47.71,10,195.5,0.83,32.47,33.33,90,127.3,28.12,10.16,2.68,2.07
Z1459,35.24,10,194.4,0.79,24.87,33.33,71,106,25,9.61,2.62,1.63
Z1460,35.61,12,152,0.87,23.35,33,73,106.7,23.02,8.67,2.72,1.57
Z1461,40.56,13,165.4,0.81,26.38,35,72,111.7,28.04,9.65,2.41,1.63
Z1462,39.2,13,186.9,0.72,26.67,33,78,121,25.78,9.59,2.51,2.03
Z1463,36.49,11,169.4,0.78,28.77,40,74,111.3,23.6,10.34,2.63,1.57
Z1464,45.69,14,217.8,0.7,23.63,32.67,71,113.3,25.14,9.77,2.43,1.7
Z1465,31.2,9,220.7,0.71,24.93,34.67,76,105.3,24.38,9.6,2.48,1.7
Z1466,45.53,14,180.4,0.72,29.48,37.67,79,121,26.8,9.28,2.84,1.87
Z1467,39.26,13,197.3,0.75,24.18,37.67,79,110.7,23.42,8.83,2.53,2.17
Z1468,37.97,14,159.2,0.75,26.87,32,78,109.7,23.12,9.43,2.55,1.8
Z1469,33.76,11,140.2,0.85,28.45,39.33,77,116.7,26.58,9.96,2.5,1.93
Z1470,41.9,9,228.1,0.79,28.3,28.67,74,118.3,22.98,9.76,2.57,2.27
Z1471,44.44,16,198.9,0.66,28.5,36.33,77,115.7,25.58,9.07,2.87,1.8
Z1472,51.8,14,220.1,0.75,24.4,35.33,75,117.3,24.54,9.06,2.43,1.83
Z1473,41.46,14,158.6,0.71,31.23,39,79,120.3,24.64,10.24,2.67,1.9
Z1474,44.98,11,206.4,0.83,26.93,39,78,117,25.16,9.75,2.48,1.73
Z1475,27.9,12,192.4,0.61,22.98,33.33,70,102,25.78,9.62,2.39,1.8
Z1476,37.92,11,199.6,0.73,26.6,36.67,78,122.3,24.86,9.64,2.51,1.97
Z1477,45.39,12,169.3,0.78,32.48,39,78,116.7,25.62,10.49,2.81,1.77
Z1478,50.34,15,183.5,0.74,27.03,37,75,113,22.5,9.51,2.56,1.9
Z1479,34.4,12,152.7,0.83,24.92,32,74,103.7,24.46,9.64,2.32,1.43
Z1480,44.27,14,172.4,0.81,24.42,34,74,108.7,25.48,9.34,2.45,1.57
Z1481,47.81,17,145,0.79,26,33,73,103,25.68,9.78,2.44,1.47
Z1482,49.32,16,174.3,0.84,22.75,37.33,72,115.7,22.86,9.43,2.35,1.6
Z1483,39,16,170.7,0.69,22.03,35.67,75,106.7,25.46,9.4,2.35,1.47
Z1484,50.15,14,180.4,0.88,23.5,33.33,76,113,24,8.98,2.56,1.77
Z1485,46.87,14,228.6,0.71,22,36.67,84,114.3,25.3,8.39,2.59,1.93
Z1486,65.99,9,341.4,0.87,25.7,50.33,96,113.3,23.94,8.15,2.88,2.1
Z1487,44.39,11,221.3,0.83,25.33,36.33,84,110.3,26.94,10.02,2.58,1.8
Z1488,42.24,11,207.6,0.83,23.97,36.33,80,114.3,25.84,8.76,2.6,1.7
Z1489,38.21,15,144.8,0.65,29.07,39,85,121.7,26.82,10.09,2.55,1.9
Z1490,57.12,12,257.3,0.84,24.27,35.33,78,117,25.22,9.67,2.38,2
Z1491,32.15,9,189,0.73,27.92,41.67,74,114,25.02,10,2.5,1.9
Z1492,53.37,15,205.7,0.75,25.58,42,79,117.7,26.3,9.63,2.48,1.9
Z1493,47.84,12,183.4,0.8,29.3,40,75,114,26.8,10.26,2.62,1.8
Z1494,47.81,13,189.7,0.84,25.47,42.33,80,114.3,24.8,9.36,2.58,1.83
Z1495,57.41,13,203.5,0.85,26.98,36,78,114,25.74,9.64,2.51,1.77
Z1496,62.13,16,184.9,0.79,28.72,36,84,115.3,25.14,10.03,2.56,1.77
Z1497,50.45,11,216.6,0.83,29.33,38.33,84,121.7,30.1,10.42,2.59,1.83
Z1498,47.12,10,211.6,0.85,28.28,39.67,81,121.3,30.52,9.59,2.65,1.83
Z1499,53.15,9,249,0.87,29.02,38,80,119.7,26.92,9.08,2.99,2.07
Z1500,39.01,11,174.9,0.75,30.23,40.67,78,115.3,24.16,9.79,2.71,2
Z1501,69.97,13,279,0.74,28.33,34.67,81,114.7,26.96,9.94,2.55,1.7
Z1502,45.35,12,172.2,0.77,31.12,40,81,114,28.46,11.5,2.54,1.77
Z1503,46.03,12,180.8,0.86,26.78,42,80,112.7,23.2,9.73,2.58,1.73
Z1504,38.24,12,179.4,0.77,24.62,36.33,85,123,29.42,9.53,2.48,1.77
